type	latitude	longitude	altitude (m)	name
W	22.493135732	-100.986461776	1810.1	P_1302
W	22.020393126	-100.923021739	1990.8	P_1303
W	22.609283901	-101.021747893	1697.9	P_1304
W	22.430247230	-100.969238093	1837.0	P_1305
W	22.355987277	-100.916098343	1851.0	P_1306
W	22.111579382	-101.109884506	2042.3	P_1307
W	22.367196438	-100.881393425	1827.0	P_1308
W	22.470911894	-100.951858632	1799.8	P_1309
W	22.401728418	-100.990339559	1821.0	P_1310
W	22.533294318	-101.046925957	1732.4	P_1311
W	22.553855167	-101.079061577	1823.6	P_1312
W	22.233167246	-100.949045841	1841.0	P_1313
W	22.062699872	-101.035860638	2176.1	P_1314
W	22.402843398	-100.990185637	1821.6	P_1315
W	21.995327107	-101.021028364	2416.3	P_1316
W	22.353555277	-100.951771979	1819.0	P_1317
W	22.446367903	-100.968951466	1837.0	P_1318
W	22.251566989	-100.926494048	1835.7	P_1319
W	22.388302397	-100.904932590	1960.7	P_1320
W	22.041425543	-100.877992687	1874.3	P_1321
W	22.510300903	-101.052157034	1752.0	P_1322
W	22.571680821	-101.081255618	1824.6	P_1323
W	22.060280995	-101.136137321	2201.5	P_1324
W	22.551703810	-101.045522680	1731.0	P_1325
W	22.466434814	-101.010259161	1878.0	P_1326
W	22.577170872	-101.077397150	1831.0	P_1327
W	22.336495288	-100.878556865	1832.0	P_1328
W	22.469057217	-100.833494127	1943.8	P_1329
W	22.109337098	-101.052927405	2023.3	P_1330
W	22.065193465	-101.080798786	2150.1	P_1331
W	22.446110898	-101.032656309	1843.9	P_1332
W	22.461440027	-100.966842492	1822.0	P_1333
W	22.421107747	-100.825527054	1857.1	P_1334
W	22.046839785	-101.080931311	2184.6	P_1335
W	22.406721300	-100.888136727	1850.0	P_1336
W	22.328008225	-100.929760266	1829.0	P_1337
W	22.614391492	-100.910934410	1637.0	P_1338
W	22.117526219	-100.973900559	1890.0	P_1339
W	22.521415256	-101.006118646	1690.6	P_1340
W	22.521838009	-101.040495819	1726.4	P_1341
W	22.128698947	-101.038595198	1958.5	P_1342
W	22.443523810	-100.939319943	1955.0	P_1343
W	22.388061160	-100.843210836	1827.0	P_1344
W	22.579461559	-100.935520635	1652.0	P_1345
W	22.054533303	-100.910756667	1913.0	P_1346
W	22.187928919	-101.005704926	1889.0	P_1347
W	22.095363658	-100.976842222	2026.9	P_1348
W	22.515621008	-101.074194344	1869.4	P_1349
W	22.140848556	-100.986906533	1869.0	P_1350
W	21.971370186	-100.823800182	1840.8	P_1351
W	22.386751287	-100.930840422	1859.9	P_1352
W	22.650616025	-100.898261726	1623.0	P_1353
W	22.023865980	-101.108762011	2377.5	P_1354
W	22.491113988	-101.072620499	1815.6	P_1355
W	22.540704732	-101.090056818	1819.3	P_1356
W	22.031711363	-100.947869339	2158.2	P_1357
W	21.985715878	-100.840378768	1835.0	P_1358
W	22.136434298	-101.073379036	2080.1	P_1359
W	22.455479731	-100.836320995	1889.7	P_1360
W	22.443631357	-100.819250757	1901.1	P_1361
W	22.574905806	-101.064171613	1770.0	P_1362
W	22.092110119	-100.888818510	1858.9	P_1363
W	21.985326648	-100.840341284	1835.0	P_1364
W	22.542003643	-100.927420974	1727.7	P_1365
W	22.569645853	-101.037651704	1728.0	P_1366
W	22.542226452	-101.003800235	1688.8	P_1367
W	22.028718127	-100.934991006	2204.7	P_1368
W	22.026378498	-101.103282530	2451.4	P_1369
W	22.455809191	-100.980403689	1835.0	P_1370
W	22.111102942	-101.054327710	2033.1	P_1371
W	22.143201423	-101.098071154	2145.7	P_1372
W	22.407587332	-100.861369503	1923.3	P_1373
W	22.471181130	-101.049261641	1747.8	P_1374
W	22.025263966	-100.964925773	2771.2	P_1375
W	22.521788333	-100.919104429	1728.3	P_1376
W	22.330042143	-100.912090424	1828.0	P_1377
W	22.586077393	-101.040073114	1734.0	P_1378
W	22.090018177	-101.018155316	2265.9	P_1379
W	22.556969079	-101.030261003	1712.9	P_1380
W	22.078954291	-101.001608355	2315.8	P_1381
W	22.572404673	-100.970762428	1661.0	P_1382
W	22.348606866	-100.918392209	1821.9	P_1383
W	22.548009638	-100.976311652	1674.7	P_1384
W	22.599480506	-100.949590462	1650.0	P_1385
W	22.626662924	-100.973315088	1649.0	P_1386
W	22.590327670	-100.970127327	1657.0	P_1387
W	22.517144341	-101.033176469	1720.0	P_1388
W	22.450424256	-100.808304873	1974.9	P_1389
W	22.153445124	-101.037789131	1891.9	P_1390
W	22.031331414	-101.032503340	2405.1	P_1391
W	22.441388675	-100.822876028	1883.1	P_1392
W	22.087849661	-100.984878199	2053.0	P_1393
W	22.626601992	-100.972768362	1649.0	P_1394
W	22.222718171	-101.002076331	1874.3	P_1395
W	22.559414860	-100.955738591	1669.0	P_1396
W	22.105475447	-101.015637385	2120.5	P_1397
W	22.344654227	-100.987578514	1825.0	P_1398
W	22.138402942	-100.980642102	1870.0	P_1399
W	22.042128551	-100.837176088	1848.8	P_1400
W	22.025392484	-101.100239939	2445.7	P_1401
W	22.067781011	-100.880332222	1869.3	P_1402
W	22.535297898	-101.128070469	2268.9	P_1403
W	22.041352149	-101.156195665	2305.0	P_1404
W	22.021047203	-100.925321673	2012.2	P_1405
W	21.996952851	-101.057089141	2691.1	P_1406
W	22.040321222	-101.143472195	2294.6	P_1407
W	22.126202995	-100.966979716	1878.0	P_1408
W	22.453527213	-101.028702225	1875.8	P_1409
W	22.597192871	-101.024759391	1705.6	P_1410
W	22.098146692	-100.932773052	1917.7	P_1411
W	22.466386751	-101.039467160	1864.6	P_1412
W	22.259572315	-100.953593949	1840.0	P_1413
W	22.498669206	-100.973209544	1770.6	P_1414
W	22.033382101	-101.066425229	2248.1	P_1415
W	22.248997662	-100.951719870	1840.0	P_1416
W	22.009283055	-101.018302100	2509.5	P_1417
W	22.609442671	-100.923309632	1641.0	P_1418
W	22.266408240	-100.929554427	1836.0	P_1419
W	22.468961504	-101.058626240	1768.6	P_1420
W	22.445150925	-101.028709258	1828.1	P_1421
W	22.548659236	-100.963089040	1680.0	P_1422
W	22.299202026	-100.930996542	1831.0	P_1423
W	22.028519662	-101.079352239	2288.5	P_1424
W	21.997375145	-100.845501982	1840.0	P_1425
W	22.241805195	-100.985910362	1856.0	P_1426
W	22.195066276	-100.992166376	1877.0	P_1427
W	22.468975512	-100.823686070	2035.0	P_1428
W	22.170264799	-100.973218180	1860.0	P_1429
W	22.280231235	-100.994921274	1848.0	P_1430
W	22.010561877	-100.806400703	1872.0	P_1431
W	22.109506903	-101.115121360	2044.6	P_1432
W	22.575974180	-101.058583507	1770.0	P_1433
W	22.375126636	-100.958057925	1817.0	P_1434
W	21.989883783	-101.035216976	2474.2	P_1435
W	22.097784950	-100.988545000	2083.5	P_1436
W	22.023820046	-100.992410862	2437.8	P_1437
W	22.361704595	-100.919769561	1831.3	P_1438
W	22.063871484	-101.028622760	2337.3	P_1439
W	22.249389664	-100.922983110	1837.4	P_1440
W	22.373060195	-100.899779166	1915.7	P_1441
W	22.466985334	-100.846511186	1879.1	P_1442
W	22.525007814	-100.986285639	1701.4	P_1443
W	22.162391786	-101.056254464	1990.0	P_1444
W	22.099475057	-101.010832950	2216.3	P_1445
W	22.026316750	-101.001877925	2237.0	P_1446
W	22.370788158	-100.929887535	1843.0	P_1447
W	22.197317919	-100.983545176	1867.0	P_1448
W	22.645490369	-100.915408795	1628.0	P_1449
W	22.546736601	-101.013858807	1697.0	P_1450
W	22.019914387	-100.795732218	1884.0	P_1451
W	22.140311291	-100.978445353	1870.0	P_1452
W	22.097940334	-101.025818116	2117.5	P_1453
W	22.402322158	-100.828112880	1838.5	P_1454
W	22.389922033	-100.973047357	1817.0	P_1455
W	22.044421539	-100.817583145	1860.2	P_1456
W	22.063936105	-101.007151672	2360.3	P_1457
W	22.235823636	-100.974725704	1848.5	P_1458
W	22.635484784	-100.958174076	1641.0	P_1459
W	22.507827700	-100.960446274	1762.0	P_1460
W	22.033695883	-100.996810621	2433.5	P_1461
W	22.368828980	-100.959324684	1817.0	P_1462
W	22.350619212	-100.945715762	1820.0	P_1463
W	22.232232141	-100.982859575	1856.0	P_1464
W	22.068965111	-101.003426528	2311.3	P_1465
W	22.026918168	-100.964308914	2652.4	P_1466
W	22.094794890	-100.910919669	1847.0	P_1467
W	22.240840630	-100.976086188	1849.0	P_1468
W	22.091144448	-100.956035314	2030.6	P_1469
W	22.197219273	-100.983289849	1867.0	P_1470
W	22.589491173	-101.021534494	1708.0	P_1471
W	22.044757093	-100.865395574	1860.0	P_1472
W	22.013970864	-100.973674299	2547.6	P_1473
W	22.564257997	-101.041020579	1733.0	P_1474
W	22.349268012	-100.988135665	1822.1	P_1475
W	22.480546225	-100.979861852	1843.9	P_1476
W	22.517859747	-100.964078879	1760.0	P_1477
W	22.013515983	-101.040746158	2480.3	P_1478
W	22.028473461	-101.064878475	2289.8	P_1479
W	22.449642049	-100.917327667	1889.1	P_1480
W	22.415958462	-100.926132754	1930.6	P_1481
W	22.195897545	-100.988095218	1871.0	P_1482
W	22.122411293	-100.924940023	1848.0	P_1483
W	22.017263560	-101.114181306	2428.4	P_1484
W	22.051882168	-100.890041690	1883.0	P_1485
W	22.550651273	-100.928906759	1681.9	P_1486
W	22.330465025	-100.985403448	1830.0	P_1487
W	22.282337961	-100.932162569	1831.0	P_1488
W	22.555725190	-101.038471066	1723.0	P_1489
W	22.191409231	-100.976150063	1861.0	P_1490
W	22.095687119	-101.016814017	2136.8	P_1491
W	22.601706929	-100.990864371	1664.0	P_1492
W	22.015972793	-101.107322145	2393.4	P_1493
W	22.646609729	-100.938191727	1633.0	P_1494
W	22.425112965	-100.828388923	1839.0	P_1495
W	22.138928824	-101.021203651	1915.4	P_1496
W	22.315823363	-100.961486448	1830.0	P_1497
W	22.538364064	-101.087575845	1825.7	P_1498
W	22.035906521	-100.805169342	1873.0	P_1499
W	22.365948375	-100.959013341	1817.0	P_1500
W	22.441514009	-100.856495920	1828.0	P_1501
W	22.099200714	-101.115750264	2173.1	P_1502
W	22.112204945	-100.947266284	1865.4	P_1503
W	22.591257715	-100.932472584	1649.0	P_1504
W	22.367255936	-100.898305553	1857.4	P_1505
W	22.044977888	-101.108403396	2267.4	P_1506
W	22.104171348	-100.924628221	1851.0	P_1507
W	22.641916898	-100.949084264	1637.0	P_1508
W	22.250088335	-100.987259909	1858.0	P_1509
W	22.274825949	-100.993241286	1850.0	P_1510
W	22.469672806	-100.989896880	1838.6	P_1511
W	22.483773379	-100.984476690	1888.0	P_1512
W	21.976279393	-100.829785416	1833.3	P_1513
W	22.353093351	-100.920263926	1823.2	P_1514
W	21.998211047	-101.029918755	2417.6	P_1515
W	22.433119753	-101.018400699	1814.0	P_1516
W	22.362837701	-100.918577810	1836.4	P_1517
W	22.171903381	-101.025133138	1899.0	P_1518
W	22.425374318	-101.012840552	1830.3	P_1519
W	22.147661779	-101.117933143	2229.6	P_1520
W	22.023918748	-100.846424006	1847.0	P_1521
W	22.068024385	-100.881090653	1870.0	P_1522
W	22.619968712	-100.904889281	1634.0	P_1523
W	22.033969758	-101.160041278	2290.0	P_1524
W	22.624086439	-101.029646876	1707.2	P_1525
W	22.564028133	-101.092357146	1840.1	P_1526
W	22.297878647	-100.947255211	1830.9	P_1527
W	22.155768436	-101.051798084	1986.2	P_1528
W	22.130790097	-100.952103567	1862.0	P_1529
W	22.633076723	-100.990439160	1659.5	P_1530
W	22.333199464	-100.922586221	1847.0	P_1531
W	22.497381770	-100.965159428	1745.9	P_1532
W	22.073126869	-100.907103167	1893.0	P_1533
W	22.633654472	-100.921103048	1632.7	P_1534
W	22.014042751	-100.808530196	1871.0	P_1535
W	22.067574142	-100.913131410	1918.8	P_1536
W	22.557335413	-101.009367482	1690.0	P_1537
W	22.156862799	-100.968012610	1861.0	P_1538
W	22.061760692	-101.126223231	2141.9	P_1539
W	22.134289412	-100.948257688	1858.0	P_1540
W	22.111681410	-101.011193859	2058.4	P_1541
W	22.544493951	-101.122028985	2042.1	P_1542
W	22.398216548	-100.920475654	1915.3	P_1543
W	22.076717720	-101.066132242	2102.9	P_1544
W	22.139844581	-100.997241906	1875.6	P_1545
W	22.138793948	-101.056555950	1964.6	P_1546
W	22.457450249	-100.806729048	2104.8	P_1547
W	22.625415126	-100.921781732	1637.0	P_1548
W	22.391791903	-100.864212712	1850.0	P_1549
W	22.045874257	-100.936696721	2061.6	P_1550
W	22.584828405	-101.038837988	1732.3	P_1551
W	22.115053414	-101.089383015	2070.2	P_1552
W	22.601529832	-101.028048414	1710.5	P_1553
W	22.090375966	-101.055471214	2074.4	P_1554
W	22.223507898	-100.994420352	1870.0	P_1555
W	22.015098518	-101.070161769	2404.7	P_1556
W	22.536714322	-100.976293032	1696.9	P_1557
W	22.538685859	-100.927664314	1720.1	P_1558
W	22.108975206	-101.004686334	2059.0	P_1559
W	22.053442798	-100.948141965	2214.2	P_1560
W	22.042494896	-101.070460458	2168.2	P_1561
W	22.477466256	-101.002256307	1781.5	P_1562
W	22.450423141	-100.838321243	1869.5	P_1563
W	22.516216009	-101.127423373	2199.6	P_1564
W	22.048769898	-100.862473802	1858.0	P_1565
W	22.439865801	-100.907938272	1880.1	P_1566
W	22.577548099	-100.974117692	1661.0	P_1567
W	22.644105482	-100.955810182	1639.0	P_1568
W	22.586464368	-101.010990625	1687.0	P_1569
W	22.415435957	-100.903199595	1906.9	P_1570
W	22.157852360	-100.967691097	1861.0	P_1571
W	22.598486234	-101.004178395	1676.9	P_1572
W	22.274561771	-100.993103198	1850.0	P_1573
W	22.003316739	-100.884651661	1870.0	P_1574
W	22.084706930	-100.885987156	1862.0	P_1575
W	22.410620345	-100.816964152	1840.0	P_1576
W	22.457662859	-101.042543457	1960.8	P_1577
W	22.348226644	-100.965271748	1821.0	P_1578
W	22.451003459	-100.852044732	1838.1	P_1579
W	22.400420571	-100.921293101	1916.7	P_1580
W	22.221748822	-100.972222995	1853.6	P_1581
W	22.003668181	-100.929584105	2055.7	P_1582
W	22.503333912	-100.957486618	1768.7	P_1583
W	22.575405900	-101.069603975	1785.1	P_1584
W	22.640403466	-100.902373872	1627.0	P_1585
W	22.544991289	-100.968407981	1680.0	P_1586
W	22.010658631	-101.031804082	2498.9	P_1587
W	22.122671470	-101.011354150	1922.6	P_1588
W	21.979015663	-100.999855738	2281.4	P_1589
W	22.553396551	-101.015589223	1697.6	P_1590
W	22.218424880	-101.009739384	1887.0	P_1591
W	22.014088558	-100.807029865	1872.2	P_1592
W	22.420090007	-100.963296869	1837.6	P_1593
W	22.073946206	-100.918948235	1919.3	P_1594
W	22.503992704	-100.970449205	1743.6	P_1595
W	22.028966688	-100.873114331	1867.7	P_1596
W	22.124232236	-100.957693607	1870.0	P_1597
W	22.381002453	-100.998956860	1819.8	P_1598
W	22.636927696	-100.960012950	1642.0	P_1599
W	22.356094212	-100.897845618	1871.1	P_1600
W	22.090698244	-100.994780289	2171.8	P_1601
W	22.117168618	-101.128899760	2162.2	P_1602
W	22.060238580	-100.944929053	2083.5	P_1603
W	22.317452970	-100.946064364	1829.0	P_1604
W	22.091417192	-101.007013778	2238.7	P_1605
W	22.229953464	-100.980299951	1854.0	P_1606
W	22.520790590	-101.008593778	1693.0	P_1607
W	22.079594361	-100.964315768	2036.1	P_1608
W	22.050403986	-101.107078019	2222.9	P_1609
W	22.446985621	-100.805882972	1950.3	P_1610
W	22.104102728	-101.011378802	2125.7	P_1611
W	22.015058194	-101.028230452	2511.4	P_1612
W	22.532523921	-100.941881745	1731.9	P_1613
W	22.044118675	-101.132214708	2418.5	P_1614
W	22.139049117	-101.106011936	2147.4	P_1615
W	22.073506564	-101.063059176	2171.0	P_1616
W	22.176800518	-101.012457079	1892.0	P_1617
W	22.491424472	-100.987334225	1797.2	P_1618
W	22.488999891	-101.072131011	1797.1	P_1619
W	22.146076881	-101.022518782	1910.0	P_1620
W	22.610468804	-100.969222923	1652.0	P_1621
W	22.458189579	-100.787574540	2056.0	P_1622
W	22.451816387	-100.856375569	1839.0	P_1623
W	22.392998409	-100.990250646	1824.1	P_1624
W	22.425869087	-100.856770774	1827.0	P_1625
W	22.145765949	-100.987050430	1869.0	P_1626
W	22.160613657	-101.004133025	1872.3	P_1627
W	22.028848429	-100.947313701	2297.3	P_1628
W	22.047088307	-101.069789858	2159.5	P_1629
W	22.494831288	-101.010843184	1782.6	P_1630
W	22.440335594	-100.888793924	1858.7	P_1631
W	22.037198605	-101.034846708	2337.5	P_1632
W	22.142413856	-101.060423942	2003.4	P_1633
W	22.448707995	-100.777570829	2082.9	P_1634
W	22.423735645	-101.001119602	1922.9	P_1635
W	22.614312072	-100.978778093	1655.0	P_1636
W	22.137210529	-100.946986071	1856.0	P_1637
W	22.127152724	-101.023474162	1945.8	P_1638
W	22.323711622	-100.897168445	1830.0	P_1639
W	22.064053608	-101.142051743	2373.8	P_1640
W	22.538821234	-101.131171311	2179.1	P_1641
W	22.036828003	-100.920574314	1998.0	P_1642
W	22.143701354	-101.091588180	2128.9	P_1643
W	22.120842014	-101.136559981	2107.0	P_1644
W	22.012535559	-100.839830769	1848.0	P_1645
W	22.415361187	-100.862366661	1847.0	P_1646
W	22.027104507	-101.079815130	2299.7	P_1647
W	22.504063461	-101.066622223	1796.2	P_1648
W	22.197465654	-101.007674537	1890.0	P_1649
W	22.561285730	-101.057773449	1769.6	P_1650
W	22.283974859	-100.923757658	1830.2	P_1651
W	22.446731797	-101.010846306	1920.6	P_1652
W	22.578440942	-100.988101980	1670.0	P_1653
W	22.059293126	-100.923478512	2027.4	P_1654
W	22.435936715	-101.027812324	1913.7	P_1655
W	22.539861792	-101.046578778	1732.2	P_1656
W	22.323223658	-100.959137304	1829.0	P_1657
W	22.506852544	-101.076110887	1860.1	P_1658
W	22.462255715	-100.999825599	1853.5	P_1659
W	22.034986172	-101.159814651	2281.3	P_1660
W	21.971050153	-100.825147881	1839.0	P_1661
W	22.051134388	-101.119838349	2323.0	P_1662
W	22.019076357	-100.868867406	1857.0	P_1663
W	22.442804836	-101.011263791	1885.7	P_1664
W	22.036556921	-101.072274240	2194.4	P_1665
W	22.505731235	-100.957963375	1760.3	P_1666
W	22.007741915	-100.879808260	1864.3	P_1667
W	22.444678205	-100.801192589	1941.4	P_1668
W	22.029979930	-101.137103072	2341.1	P_1669
W	22.483065054	-100.999057961	1854.1	P_1670
W	22.168709323	-101.057179362	1976.9	P_1671
W	22.139756851	-101.081429255	2075.6	P_1672
W	22.110146745	-101.065794748	2041.2	P_1673
W	22.159715318	-100.983263617	1865.6	P_1674
W	22.124579744	-100.941855470	1855.0	P_1675
W	22.037011138	-100.892677258	1893.0	P_1676
W	22.496249034	-100.975467845	1768.4	P_1677
W	22.053072046	-100.810892899	1866.3	P_1678
W	22.401502425	-100.946526268	1852.1	P_1679
W	22.492963187	-100.983058584	1863.7	P_1680
W	21.978344555	-101.046596002	2592.3	P_1681
W	22.328529637	-100.949239881	1828.0	P_1682
W	22.052189727	-100.929201755	2113.5	P_1683
W	22.403815388	-100.912209422	1952.5	P_1684
W	22.419633562	-100.914734167	1916.3	P_1685
W	22.502760035	-100.987611829	1791.4	P_1686
W	22.406512054	-100.972768312	1822.5	P_1687
W	22.109145839	-100.930122673	1852.0	P_1688
W	22.414110521	-100.950974982	1887.1	P_1689
W	22.523172256	-101.091435930	1918.0	P_1690
W	22.535757976	-100.981012128	1689.0	P_1691
W	21.997309800	-101.016868798	2422.8	P_1692
W	22.165038810	-101.027858111	1918.4	P_1693
W	22.093288208	-101.050920388	2222.0	P_1694
W	22.561455401	-101.033693988	1716.0	P_1695
W	22.429501434	-100.963500427	1839.0	P_1696
W	22.569611530	-101.074109030	1803.1	P_1697
W	22.470501004	-100.816030998	2037.2	P_1698
W	22.615502909	-100.925300260	1640.6	P_1699
W	22.167628904	-100.967404529	1858.0	P_1700
W	22.092070838	-101.026890909	2174.3	P_1701
W	21.995855913	-101.002845555	2317.0	P_1702
W	22.476910042	-101.077556939	1843.7	P_1703
W	22.082533776	-101.057039612	2133.5	P_1704
W	22.390123534	-100.887290608	1841.7	P_1705
W	22.193954201	-100.983035519	1867.0	P_1706
W	22.335552560	-100.884108541	1832.0	P_1707
W	22.223352310	-101.002611336	1874.1	P_1708
W	22.016995257	-100.866935298	1855.0	P_1709
W	22.137268685	-100.955150955	1862.0	P_1710
W	22.650780590	-100.966567918	1645.0	P_1711
W	22.432307639	-100.934922953	1923.0	P_1712
W	21.997741802	-100.953875795	2395.1	P_1713
W	22.119670482	-101.046351981	1959.6	P_1714
W	22.070047554	-100.942577401	2141.3	P_1715
W	22.354466334	-100.921271581	1821.0	P_1716
W	22.555504432	-100.965942099	1670.0	P_1717
W	22.577216171	-100.951142849	1659.0	P_1718
W	22.070446134	-101.082152067	2172.5	P_1719
W	22.380830811	-100.870641736	1827.5	P_1720
W	22.421500379	-100.976979222	1831.6	P_1721
W	22.616815656	-100.980316315	1655.0	P_1722
W	22.550789797	-101.065607697	1795.0	P_1723
W	22.610794703	-101.020709867	1697.1	P_1724
W	22.063208434	-100.920838921	2017.8	P_1725
W	22.329787975	-100.982301789	1830.0	P_1726
W	22.161902697	-101.062281385	1985.5	P_1727
W	22.019439038	-101.061567654	2378.7	P_1728
W	22.075576405	-100.892978897	1871.2	P_1729
W	22.200963750	-101.008668521	1890.0	P_1730
W	22.296679871	-100.913112762	1830.0	P_1731
W	22.048962443	-101.066862608	2213.5	P_1732
W	22.312779079	-100.900447549	1829.0	P_1733
W	22.509195839	-101.097073878	1980.2	P_1734
W	22.253396238	-100.980459742	1849.8	P_1735
W	22.561588158	-101.090010310	1830.3	P_1736
W	22.608723702	-100.976263664	1654.1	P_1737
W	22.516519044	-100.989858441	1708.1	P_1738
W	22.513946876	-101.053175196	1747.9	P_1739
W	22.453325516	-100.855144978	1840.0	P_1740
W	22.037870580	-100.933352350	2006.6	P_1741
W	22.090504355	-101.064870396	2077.1	P_1742
W	22.146992688	-101.048025339	1956.5	P_1743
W	22.462986756	-100.936325021	1935.4	P_1744
W	22.124529020	-100.931106264	1849.0	P_1745
W	22.266310380	-100.948530319	1838.0	P_1746
W	22.411871048	-100.952903923	1853.1	P_1747
W	22.536043567	-101.005083492	1689.9	P_1748
W	22.383655376	-100.881404045	1830.0	P_1749
W	22.440506121	-100.910284132	1883.0	P_1750
W	22.141933541	-100.970966867	1868.0	P_1751
W	22.369014223	-100.956118823	1817.0	P_1752
W	22.071425914	-101.101492266	2119.1	P_1753
W	22.552729948	-100.939558912	1676.9	P_1754
W	22.370800171	-100.851186954	1829.0	P_1755
W	22.458151828	-100.943374769	1943.8	P_1756
W	22.457361896	-100.860008332	1845.0	P_1757
W	22.383637723	-100.939067044	1854.1	P_1758
W	22.430243806	-100.925766710	1926.7	P_1759
W	22.021504480	-101.161400913	2251.8	P_1760
W	22.158612085	-101.062717151	2001.4	P_1761
W	22.092633106	-100.960743386	1949.2	P_1762
W	22.023517192	-100.880233278	1873.0	P_1763
W	22.488154089	-101.067209751	1870.4	P_1764
W	22.355591544	-100.958837890	1820.0	P_1765
W	22.393838019	-101.004064680	1818.6	P_1766
W	22.532086136	-101.066748364	1788.4	P_1767
W	22.122181070	-100.973931160	1884.0	P_1768
W	22.105221193	-100.920816590	1847.0	P_1769
W	22.121218949	-100.941184281	1855.0	P_1770
W	22.051906904	-100.992102493	2523.6	P_1771
W	22.062719412	-100.973285715	2153.1	P_1772
W	22.050677324	-101.029877426	2088.4	P_1773
W	22.034781404	-101.115786397	2469.0	P_1774
W	22.507948868	-100.938954704	1764.4	P_1775
W	22.113991730	-101.009677429	2011.2	P_1776
W	22.002627680	-101.061957134	2559.8	P_1777
W	22.326495006	-100.942489306	1853.7	P_1778
W	22.353088571	-100.969982392	1821.0	P_1779
W	22.089856667	-101.011604300	2252.9	P_1780
W	22.187719007	-101.025975188	1907.0	P_1781
W	22.501486705	-101.022822903	1728.9	P_1782
W	22.547745494	-100.979539374	1679.6	P_1783
W	22.048531257	-100.865654985	1860.9	P_1784
W	22.004250047	-100.807599853	1868.8	P_1785
W	22.055263663	-101.026632267	2187.4	P_1786
W	22.341080649	-100.881039478	1830.0	P_1787
W	22.087571061	-101.077470182	1990.9	P_1788
W	22.040647731	-100.956427088	2213.3	P_1789
W	22.029591069	-100.895268495	1891.0	P_1790
W	22.628037317	-100.964334962	1645.0	P_1791
W	22.172595530	-101.042706651	1940.0	P_1792
W	22.395686907	-100.985232749	1817.0	P_1793
W	22.531595121	-101.082945559	1817.6	P_1794
W	22.371991376	-100.908307629	1869.9	P_1795
W	22.340564664	-100.948126160	1824.0	P_1796
W	22.593821883	-101.009335977	1684.1	P_1797
W	22.105223272	-101.054328260	2040.6	P_1798
W	22.138435843	-101.055045851	1938.2	P_1799
W	22.138760626	-101.055571072	1945.9	P_1800
W	22.175335365	-101.009155153	1889.0	P_1801
W	22.550158364	-101.048702871	1737.8	P_1802
W	22.451114261	-100.811779852	1956.3	P_1803
W	22.398586047	-101.006058762	1822.4	P_1804
W	22.241820224	-100.945470943	1840.0	P_1805
W	21.996138517	-101.068759836	2630.4	P_1806
W	22.055555735	-100.951602861	2193.5	P_1807
W	22.401418571	-100.973550669	1820.0	P_1808
W	21.999429051	-101.036520924	2452.9	P_1809
W	22.131867401	-101.094762759	2022.2	P_1810
W	22.392186065	-100.988638519	1818.0	P_1811
W	22.237576960	-100.981979907	1853.0	P_1812
W	22.390296832	-100.846755172	1827.0	P_1813
W	22.013084020	-100.893843284	1891.0	P_1814
W	22.586331321	-101.032158982	1723.2	P_1815
W	22.100294796	-101.004105942	2184.4	P_1816
W	22.506485411	-101.044214160	1737.1	P_1817
W	22.316178756	-100.969064702	1830.0	P_1818
W	22.466055335	-101.074014658	1840.1	P_1819
W	22.633911331	-100.955314696	1640.0	P_1820
W	22.454096752	-101.064069561	1766.9	P_1821
W	22.333648246	-100.972238697	1829.0	P_1822
W	22.139682843	-100.932953326	1850.0	P_1823
W	22.519864078	-101.064458817	1796.8	P_1824
W	22.525523571	-101.050058930	1750.0	P_1825
W	22.070624520	-100.938236825	2109.2	P_1826
W	22.027329547	-100.850713893	1849.0	P_1827
W	22.387922288	-100.840943643	1827.0	P_1828
W	22.538871482	-100.978051800	1687.8	P_1829
W	22.131156710	-101.065723401	1977.1	P_1830
W	22.587096766	-100.970794499	1658.0	P_1831
W	22.028968057	-101.138976032	2321.1	P_1832
W	22.594102164	-101.009693777	1685.0	P_1833
W	22.038434613	-100.984492010	2644.0	P_1834
W	22.028264007	-100.865484886	1859.0	P_1835
W	22.141436278	-100.983244905	1869.0	P_1836
W	22.468023298	-100.929893155	1859.7	P_1837
W	22.150499075	-100.999883938	1870.4	P_1838
W	22.197158220	-101.008557254	1890.0	P_1839
W	22.007329342	-100.874528196	1857.0	P_1840
W	22.139504276	-101.055726102	1951.8	P_1841
W	21.986425045	-101.002066578	2418.2	P_1842
W	22.413934464	-100.984305050	1828.0	P_1843
W	22.551102011	-101.058922189	1761.0	P_1844
W	22.026695544	-101.154608617	2294.8	P_1845
W	22.470691422	-100.825318298	1980.5	P_1846
W	22.507282048	-100.921402431	1775.9	P_1847
W	22.561077463	-100.974612181	1669.0	P_1848
W	22.005825090	-101.058125271	2598.1	P_1849
W	22.506734389	-100.925082667	1773.5	P_1850
W	22.080502648	-100.966152701	2107.3	P_1851
W	22.450478665	-101.000318095	1840.2	P_1852
W	22.094026617	-101.018821857	2134.5	P_1853
W	22.077711219	-101.063155559	2083.9	P_1854
W	22.286776914	-100.982403515	1845.0	P_1855
W	22.561362634	-101.024950447	1702.3	P_1856
W	22.493736813	-100.992937073	1823.7	P_1857
W	22.128439608	-100.944786745	1856.7	P_1858
W	22.069067536	-100.893318676	1875.0	P_1859
W	22.117301305	-100.975621286	1890.0	P_1860
