type	latitude	longitude	altitude (m)	name
W	22.487889790	-100.931711063	1808.7	P_3935
W	22.090874105	-101.112842490	2094.0	P_3936
W	22.061310754	-101.064778791	2219.6	P_3937
W	22.033036704	-100.818595261	1861.0	P_3938
W	22.011174141	-100.939671639	2298.9	P_3939
W	22.064163648	-101.060813098	2309.2	P_3940
W	22.436715708	-100.910701163	1885.0	P_3941
W	22.406073491	-100.854003785	1828.1	P_3942
W	22.280114376	-100.958013429	1837.0	P_3943
W	22.181181886	-101.039703362	1923.5	P_3944
W	22.398407873	-100.982356337	1819.0	P_3945
W	22.508309286	-100.967807175	1729.0	P_3946
W	22.035403316	-100.845917152	1847.0	P_3947
W	22.389604386	-100.949716857	1831.0	P_3948
W	22.127126429	-101.064099575	2032.0	P_3949
W	22.516700012	-100.911387699	1730.0	P_3950
W	22.400818064	-100.927708885	1897.1	P_3951
W	22.025214125	-101.010345259	2259.0	P_3952
W	22.081455900	-100.987229593	2216.0	P_3953
W	22.018497901	-100.918793599	1976.2	P_3954
W	22.439807690	-100.965129362	1840.0	P_3955
W	22.330953322	-100.926202900	1839.1	P_3956
W	22.399172456	-100.967428215	1819.0	P_3957
W	22.087955390	-100.968583996	1981.3	P_3958
W	22.353220505	-100.977654892	1821.0	P_3959
W	22.528336211	-101.125524519	2125.7	P_3960
W	22.528098680	-101.042995143	1732.3	P_3961
W	22.049824564	-100.903099458	1896.1	P_3962
W	22.303578330	-100.908761195	1830.0	P_3963
W	22.049246570	-101.038700126	2286.4	P_3964
W	22.096338815	-100.887859891	1855.0	P_3965
W	22.463383749	-100.979689391	1859.8	P_3966
W	22.566125990	-101.095193189	1856.6	P_3967
W	22.501416604	-101.061378004	1810.1	P_3968
W	22.273127933	-100.958245983	1839.0	P_3969
W	22.554067388	-100.997349048	1681.4	P_3970
W	22.283237390	-100.936496933	1830.0	P_3971
W	22.106862694	-101.053182648	2027.8	P_3972
W	22.135003009	-100.998866196	1880.6	P_3973
W	21.993082665	-100.979444705	2504.0	P_3974
W	22.132537342	-100.970253121	1873.4	P_3975
W	22.541321168	-101.005563684	1690.0	P_3976
W	22.136001475	-101.041555795	1941.3	P_3977
W	22.084166477	-101.106101115	2107.6	P_3978
W	22.140557052	-100.935365241	1850.0	P_3979
W	22.033543743	-101.057656077	2282.1	P_3980
W	22.226314808	-100.966921642	1849.0	P_3981
W	22.538839345	-100.973981867	1701.4	P_3982
W	22.523728809	-101.062751762	1811.8	P_3983
W	22.650279217	-100.944318569	1633.0	P_3984
W	22.171237349	-100.990240498	1868.0	P_3985
W	21.999808839	-100.980846688	2413.6	P_3986
W	22.419956128	-100.830197836	1829.3	P_3987
W	22.031897981	-100.826386093	1854.0	P_3988
W	22.139470907	-101.078362700	2095.6	P_3989
W	22.145485022	-100.961933239	1867.0	P_3990
W	22.129508368	-100.988462250	1873.0	P_3991
W	22.045388470	-100.818106055	1860.0	P_3992
W	22.030970126	-101.161092515	2314.3	P_3993
W	22.454989931	-100.767536871	2084.1	P_3994
W	22.364738655	-100.927974250	1833.0	P_3995
W	22.098108074	-100.917347524	1849.3	P_3996
W	22.359526186	-100.989489968	1820.0	P_3997
W	22.626313317	-100.988198327	1658.0	P_3998
W	22.131823023	-101.119840279	2278.5	P_3999
W	22.108708930	-101.064673768	2064.3	P_4000
W	22.526690830	-101.070698987	1813.0	P_4001
W	22.219908728	-100.973364808	1857.0	P_4002
W	22.163120554	-101.008063216	1881.0	P_4003
W	22.476715285	-100.942197678	1879.9	P_4004
W	22.019088551	-101.083888431	2339.2	P_4005
W	22.443196555	-100.983731014	1879.8	P_4006
W	22.420516652	-100.835139142	1830.6	P_4007
W	22.562885393	-101.005905223	1683.1	P_4008
W	22.020884467	-100.854801372	1849.0	P_4009
W	22.081030101	-101.063306515	1987.6	P_4010
W	22.016216365	-100.941584594	2338.9	P_4011
W	22.412333403	-100.897105311	1932.1	P_4012
W	22.251815818	-100.923553324	1835.3	P_4013
W	22.073868717	-100.958956983	2138.0	P_4014
W	22.549543103	-100.981020188	1678.2	P_4015
W	22.374687005	-100.950049045	1817.3	P_4016
W	22.196450742	-101.018803925	1899.8	P_4017
W	22.036647635	-100.797033915	1882.0	P_4018
W	22.253751263	-100.955910502	1840.1	P_4019
W	22.547409700	-101.051754589	1747.8	P_4020
W	22.465370208	-101.000328015	1835.6	P_4021
W	22.060056623	-100.909637736	1923.0	P_4022
W	22.470159752	-100.932564807	1872.5	P_4023
W	22.075427191	-100.883694581	1866.0	P_4024
W	22.049736137	-100.860305808	1856.0	P_4025
W	22.021990461	-101.159784921	2262.9	P_4026
W	22.048376649	-101.090066465	2275.6	P_4027
W	22.041093892	-100.967755217	2409.6	P_4028
W	22.046213856	-101.061261579	2273.7	P_4029
W	22.114218409	-101.005837075	1946.7	P_4030
W	22.454854198	-101.046498865	1912.1	P_4031
W	22.469661689	-101.082364326	1793.3	P_4032
W	22.352726128	-100.912747122	1833.3	P_4033
W	22.075704435	-100.877891738	1863.0	P_4034
W	22.446604052	-100.996179058	1837.7	P_4035
W	22.590998468	-100.965577413	1655.0	P_4036
W	22.369703281	-100.889964396	1844.5	P_4037
W	22.054369707	-100.874298413	1867.0	P_4038
W	22.006059974	-101.088912123	2504.0	P_4039
W	22.467322299	-100.785567164	2110.8	P_4040
W	22.547080040	-101.092101458	1817.1	P_4041
W	22.188137347	-101.004407867	1888.7	P_4042
W	22.613970179	-100.958346927	1647.0	P_4043
W	22.524781192	-101.060696163	1805.9	P_4044
W	22.094983466	-101.119118609	2134.9	P_4045
W	22.087408212	-101.015500449	2219.1	P_4046
W	22.594198828	-100.994371538	1670.0	P_4047
W	22.558254141	-101.083121504	1800.6	P_4048
W	22.009027952	-100.998850611	2255.7	P_4049
W	22.639157852	-100.962610146	1642.0	P_4050
W	22.425163427	-100.928844276	1910.0	P_4051
W	22.346717470	-100.961658289	1821.0	P_4052
W	22.276476731	-100.946767157	1832.2	P_4053
W	22.399981742	-100.980108882	1820.0	P_4054
W	22.523023406	-101.110955499	1946.0	P_4055
W	22.146775863	-101.002378268	1874.5	P_4056
W	22.035770497	-100.932595944	2011.6	P_4057
W	22.065256666	-101.092018007	2169.6	P_4058
W	22.317993587	-100.870674393	1827.3	P_4059
W	22.048148133	-100.819943623	1858.0	P_4060
W	22.345910442	-100.962227768	1821.0	P_4061
W	22.291700120	-100.937447751	1830.0	P_4062
W	22.366635182	-100.878950412	1827.0	P_4063
W	22.612950142	-100.956763672	1647.0	P_4064
W	22.558236274	-101.038892935	1723.0	P_4065
W	22.613574776	-100.991155193	1661.0	P_4066
W	22.305448196	-100.900232856	1827.0	P_4067
W	22.165345524	-100.964534689	1858.0	P_4068
W	22.456573497	-100.828246519	2011.6	P_4069
W	22.287157168	-100.965536410	1836.7	P_4070
W	22.346743433	-100.938409694	1820.0	P_4071
W	22.312934747	-100.903423878	1827.2	P_4072
W	22.522403954	-100.992536183	1699.0	P_4073
W	22.465106905	-100.795109474	2050.2	P_4074
W	22.254910185	-100.976798763	1848.1	P_4075
W	22.355438747	-100.976766654	1820.9	P_4076
W	22.049077829	-100.943192083	2227.3	P_4077
W	21.998063714	-100.836730706	1846.5	P_4078
W	22.509260643	-100.913712028	1759.1	P_4079
W	22.298001275	-100.916414460	1830.0	P_4080
W	22.630571414	-100.906382900	1630.0	P_4081
W	22.448228411	-100.825996593	1921.3	P_4082
W	22.455337519	-100.779161332	2105.3	P_4083
W	21.985474949	-100.827598740	1840.1	P_4084
W	22.053494431	-100.977265189	2447.0	P_4085
W	22.151386672	-101.019030195	1878.5	P_4086
W	22.394016230	-100.966030449	1817.0	P_4087
W	22.080826832	-101.047568697	2279.5	P_4088
W	22.220048718	-100.942473246	1846.0	P_4089
W	22.405865465	-100.990081774	1822.9	P_4090
W	22.414001458	-100.979564172	1826.0	P_4091
W	22.592380973	-101.014031126	1691.0	P_4092
W	22.295086957	-100.896421571	1830.0	P_4093
W	21.986181597	-101.007224538	2424.5	P_4094
W	22.048082821	-100.958567813	2157.0	P_4095
W	22.018263989	-101.077330570	2350.1	P_4096
W	22.467572856	-100.933299071	1908.6	P_4097
W	22.095636873	-100.892672580	1856.0	P_4098
W	22.191593977	-100.986735751	1870.0	P_4099
W	22.336682445	-100.925951575	1832.3	P_4100
W	22.040650843	-101.155619759	2310.3	P_4101
W	22.134545772	-101.107963609	2148.9	P_4102
W	22.298224836	-100.961657845	1831.4	P_4103
W	22.109307319	-101.080878634	2014.4	P_4104
W	22.016221029	-100.950727675	2491.1	P_4105
W	22.528416026	-100.929303060	1725.2	P_4106
W	22.473922719	-101.043714363	1739.9	P_4107
W	22.028119357	-100.883280695	1879.0	P_4108
W	22.081937111	-100.893958258	1867.0	P_4109
W	22.571670539	-101.054691714	1772.8	P_4110
W	22.534997430	-101.133867394	2196.7	P_4111
W	22.448056669	-100.798924083	1968.0	P_4112
W	22.204977373	-100.966506215	1859.0	P_4113
W	22.008587247	-100.792819286	1881.6	P_4114
W	22.486875400	-100.995409470	1867.3	P_4115
W	22.132207630	-100.922003236	1847.0	P_4116
W	22.050371938	-101.138607464	2356.6	P_4117
W	22.426584365	-100.992108314	1904.0	P_4118
W	22.620357344	-100.921424071	1638.7	P_4119
W	22.418257995	-100.989602741	1852.5	P_4120
W	22.328142908	-100.972623864	1830.0	P_4121
W	22.429069399	-100.871297887	1848.3	P_4122
W	22.042348698	-100.941365430	2021.5	P_4123
W	22.548419528	-101.044039723	1731.0	P_4124
W	22.027730129	-101.054513547	2297.6	P_4125
W	22.354786591	-100.894358316	1839.3	P_4126
W	22.614817746	-100.913665096	1638.0	P_4127
W	22.444490524	-101.039083276	2006.5	P_4128
W	22.284596972	-100.919360832	1830.0	P_4129
W	22.061191703	-101.114524404	2252.5	P_4130
W	22.630702089	-100.961674179	1643.0	P_4131
W	22.415370658	-100.929755772	1913.1	P_4132
W	22.047067091	-100.803636281	1874.0	P_4133
W	22.034606336	-101.086158347	2280.3	P_4134
W	22.025093758	-100.791426975	1890.0	P_4135
W	21.982960933	-101.044800508	2711.2	P_4136
W	22.024748561	-100.957100515	2559.7	P_4137
W	22.040692012	-101.091613100	2292.1	P_4138
W	22.457513493	-100.808706046	2047.4	P_4139
W	22.385511288	-100.924625145	1872.7	P_4140
W	22.461732714	-100.836125429	1900.6	P_4141
W	22.262935541	-100.953718287	1840.0	P_4142
W	22.539464496	-100.932463563	1707.0	P_4143
W	22.464594234	-100.797955375	2034.8	P_4144
W	22.437641158	-100.976059690	1839.3	P_4145
W	22.093696473	-101.041321154	2175.1	P_4146
W	22.511753378	-101.067115765	1799.1	P_4147
W	22.042647646	-100.810767323	1867.0	P_4148
W	22.522781460	-101.103045629	1978.3	P_4149
W	22.305119593	-100.958992611	1830.0	P_4150
W	22.316338089	-100.881124187	1825.0	P_4151
W	22.559771173	-100.983946496	1672.3	P_4152
W	21.965857223	-100.824440236	1842.4	P_4153
W	22.022302276	-100.789449298	1892.0	P_4154
W	22.320190155	-100.899651562	1829.2	P_4155
W	22.346113945	-100.925088327	1817.4	P_4156
W	22.094581845	-101.042825143	2129.0	P_4157
W	22.602427149	-101.005317220	1680.0	P_4158
W	22.594822285	-100.965280014	1654.1	P_4159
W	22.110930323	-100.952896252	1878.3	P_4160
W	22.270624799	-100.958382376	1841.3	P_4161
W	22.429361553	-100.958554658	1850.7	P_4162
W	22.565697109	-100.974075460	1666.0	P_4163
W	22.523301126	-101.118657449	2037.8	P_4164
W	22.058016230	-101.098848899	2132.2	P_4165
W	22.024104695	-100.812068867	1867.0	P_4166
W	22.087077165	-101.036595608	2156.8	P_4167
W	22.522755201	-101.020630599	1699.0	P_4168
W	22.567111911	-101.084938091	1850.5	P_4169
W	22.071548788	-100.980322173	2193.5	P_4170
W	22.014218914	-100.855154422	1847.0	P_4171
W	22.008776599	-100.849685186	1844.0	P_4172
W	22.551927999	-100.976290919	1671.0	P_4173
W	22.322515266	-100.909066743	1862.4	P_4174
W	22.019704986	-101.065974469	2455.6	P_4175
W	22.059488004	-101.063781727	2216.7	P_4176
W	22.553011329	-100.950062136	1676.9	P_4177
W	22.550698326	-101.011981106	1694.0	P_4178
W	22.366967550	-100.922086311	1840.0	P_4179
W	22.481388537	-100.974602380	1806.6	P_4180
W	22.080644367	-101.117751115	2166.6	P_4181
W	22.117352440	-100.956213861	1870.0	P_4182
W	22.415242878	-100.964380241	1833.0	P_4183
W	22.395702725	-100.958831918	1820.0	P_4184
W	22.102725764	-101.108985232	2257.1	P_4185
W	22.025943441	-101.068069354	2366.2	P_4186
W	22.050844001	-100.925783886	2047.7	P_4187
W	22.398833034	-100.994541293	1851.0	P_4188
W	22.436394639	-100.841782036	1829.0	P_4189
W	22.524462765	-101.099870262	1892.8	P_4190
W	22.064050111	-101.102779571	2079.0	P_4191
W	22.530199906	-100.981133045	1695.4	P_4192
W	22.124737745	-100.950512341	1862.6	P_4193
W	22.014044774	-100.812094359	1868.0	P_4194
W	22.478653048	-101.059794211	1808.9	P_4195
W	22.579735928	-101.008176334	1684.5	P_4196
W	22.470869249	-101.045331034	1775.4	P_4197
W	22.129331314	-100.962147222	1871.2	P_4198
W	22.635192649	-100.960706380	1642.0	P_4199
W	22.520788232	-100.945790658	1734.5	P_4200
W	22.431314079	-100.893259434	1859.0	P_4201
W	22.610909496	-100.974789260	1653.2	P_4202
W	22.603353250	-100.917075301	1641.0	P_4203
W	22.445679815	-100.851189096	1831.2	P_4204
W	22.019700178	-101.070001643	2371.7	P_4205
W	22.435881957	-100.858890838	1827.0	P_4206
W	22.326715654	-100.927374739	1835.6	P_4207
W	22.451765265	-100.959754750	1873.0	P_4208
W	22.435672685	-101.021264920	1817.2	P_4209
W	22.275667870	-100.937538882	1834.0	P_4210
W	22.369543405	-100.942982659	1822.8	P_4211
W	22.609973007	-100.981376652	1656.5	P_4212
W	22.540758079	-100.944025539	1709.8	P_4213
W	22.530700553	-100.994015529	1689.0	P_4214
W	22.444086800	-100.899661473	1862.0	P_4215
W	22.453181841	-100.818575890	1940.6	P_4216
W	22.533391125	-100.991658263	1686.3	P_4217
W	22.084155769	-101.017409871	2132.6	P_4218
W	22.002733014	-100.804277003	1869.9	P_4219
W	22.052723545	-101.143407300	2341.2	P_4220
W	21.998401270	-101.066860751	2618.1	P_4221
W	22.460905238	-101.042340741	1956.8	P_4222
W	22.340523753	-100.978504443	1828.0	P_4223
W	22.530553039	-101.059412882	1768.0	P_4224
W	22.203946946	-101.016368504	1899.0	P_4225
W	22.010084455	-100.941477138	2328.7	P_4226
W	22.400174870	-101.000727213	1829.0	P_4227
W	22.381118552	-100.882554384	1829.4	P_4228
W	22.255767456	-100.925263706	1835.1	P_4229
W	22.528658027	-101.067243107	1791.7	P_4230
W	22.517262783	-101.032731428	1719.3	P_4231
W	22.134734527	-100.980692646	1872.5	P_4232
W	22.611101889	-100.999071901	1670.0	P_4233
W	22.054288564	-100.889105370	1881.0	P_4234
W	22.297358659	-100.902291568	1830.0	P_4235
W	22.164203474	-100.996295266	1870.3	P_4236
W	22.580072423	-101.072847851	1796.8	P_4237
W	22.137880478	-100.932220240	1849.0	P_4238
W	22.498961243	-101.057612464	1787.3	P_4239
W	22.043912044	-101.028654419	2159.4	P_4240
W	22.019380515	-100.819187746	1862.0	P_4241
W	22.152763020	-100.963929859	1862.0	P_4242
W	22.343384422	-100.914909892	1819.0	P_4243
W	22.065167022	-101.126984105	2245.5	P_4244
W	22.050105500	-100.995684233	2453.5	P_4245
W	22.123268854	-101.102814086	2125.5	P_4246
W	22.321128433	-100.923065315	1828.8	P_4247
W	22.341660936	-100.940893742	1824.0	P_4248
W	22.369613421	-100.879836147	1827.0	P_4249
W	22.437912079	-100.881241561	1854.0	P_4250
W	22.031871508	-100.818102353	1861.0	P_4251
W	22.043900471	-100.913871717	1957.9	P_4252
W	22.520973127	-101.015287004	1700.0	P_4253
W	22.151859234	-101.069437889	2029.4	P_4254
W	22.076776521	-100.919024541	1985.0	P_4255
W	22.198646676	-101.028743699	1913.0	P_4256
W	22.016255342	-101.127190428	2449.2	P_4257
W	22.438978140	-100.928093320	1979.4	P_4258
W	22.370150607	-100.913675598	1855.0	P_4259
W	22.436886081	-100.866975992	1833.7	P_4260
W	22.103585787	-101.047806050	1999.8	P_4261
W	22.200912650	-100.975027959	1863.0	P_4262
W	22.530602375	-101.035396573	1719.9	P_4263
W	22.178632946	-101.017894630	1896.0	P_4264
W	22.390273954	-100.862898319	1841.9	P_4265
W	22.104981230	-100.914049973	1847.0	P_4266
W	22.491778367	-101.020195396	1756.9	P_4267
W	22.325688857	-100.893849752	1829.0	P_4268
W	22.217564955	-100.967320016	1855.9	P_4269
W	22.047518926	-100.816208709	1861.1	P_4270
W	22.027994139	-100.878941218	1873.7	P_4271
W	22.004513702	-100.870845519	1852.4	P_4272
W	22.463732117	-100.827860439	1997.6	P_4273
W	22.491620005	-100.978777073	1827.5	P_4274
W	22.360144653	-100.892481892	1834.0	P_4275
W	22.072826329	-101.066657536	2221.8	P_4276
W	22.554743242	-100.939329094	1670.4	P_4277
W	22.073794318	-101.098646369	2041.0	P_4278
W	22.364715382	-100.943548531	1817.0	P_4279
W	22.081477383	-101.116762896	2132.9	P_4280
W	22.098842636	-101.112178014	2131.3	P_4281
W	22.540094696	-100.939591762	1730.3	P_4282
W	22.307401841	-100.954896488	1830.0	P_4283
W	22.404826339	-100.913427989	1944.1	P_4284
W	22.370506149	-100.911591560	1859.8	P_4285
W	22.050592612	-101.113657286	2192.3	P_4286
W	21.998436924	-101.069945382	2579.8	P_4287
W	22.051126818	-100.881106086	1875.7	P_4288
W	22.005594149	-100.865239955	1849.0	P_4289
W	22.125017202	-101.127258631	2262.5	P_4290
W	22.310621087	-100.963276645	1831.0	P_4291
W	22.467184794	-100.827720237	2056.1	P_4292
W	22.614372452	-100.986207851	1659.0	P_4293
W	22.207359892	-100.999497644	1881.5	P_4294
W	22.097679917	-100.918013807	1851.2	P_4295
W	22.444863435	-100.942907439	1882.3	P_4296
W	22.384726994	-100.995737788	1820.0	P_4297
W	22.031312105	-100.906131290	2023.8	P_4298
W	22.304908010	-100.946738416	1831.0	P_4299
W	22.053559257	-101.053545320	2220.1	P_4300
W	22.391619474	-100.980569774	1817.0	P_4301
W	21.985417263	-101.041010936	2570.7	P_4302
W	22.446405398	-100.831220524	1886.2	P_4303
W	22.445030553	-100.957025648	1867.1	P_4304
W	22.027086807	-101.002032340	2250.8	P_4305
W	22.420140157	-100.824579914	1886.0	P_4306
W	21.982064790	-100.824667816	1841.0	P_4307
W	22.573305176	-101.035948021	1730.3	P_4308
W	22.589282084	-101.050114499	1750.0	P_4309
W	22.150330271	-101.070339141	2052.5	P_4310
W	22.461967186	-100.808060129	2069.1	P_4311
W	22.353436169	-100.971076355	1821.0	P_4312
W	22.509542768	-100.953557058	1751.5	P_4313
W	22.456484242	-100.873141249	1860.0	P_4314
W	22.411888813	-100.886349555	1847.0	P_4315
W	22.384070689	-100.931405846	1860.0	P_4316
W	22.657022888	-100.922912477	1628.0	P_4317
W	22.018121008	-101.006586149	2282.3	P_4318
W	22.469686835	-100.831659681	1965.5	P_4319
W	22.351115310	-100.961094023	1820.0	P_4320
W	22.513262838	-101.122418592	2194.1	P_4321
W	22.463307660	-101.077296921	1769.1	P_4322
W	22.095013630	-101.014805171	2131.6	P_4323
W	22.416979086	-100.880247383	1868.7	P_4324
W	22.589711408	-101.030213954	1718.7	P_4325
W	22.064939509	-101.000473946	2214.0	P_4326
W	22.434917752	-100.820122870	1880.9	P_4327
W	22.451477890	-100.869145702	1850.0	P_4328
W	22.241827187	-100.937893589	1840.0	P_4329
W	22.443442930	-100.842916062	1837.9	P_4330
W	22.021762871	-101.027482870	2451.0	P_4331
W	22.555860278	-101.125359949	1926.9	P_4332
W	22.055639217	-100.959487515	2218.0	P_4333
W	22.038187762	-100.900808011	1906.4	P_4334
W	22.477861709	-100.965482471	1780.0	P_4335
W	22.062562395	-101.059413045	2285.2	P_4336
W	22.312517074	-100.886494062	1825.0	P_4337
W	22.251561947	-100.917632152	1833.7	P_4338
W	22.507874572	-100.967191660	1729.0	P_4339
W	22.613482392	-100.940429973	1644.0	P_4340
W	22.529872629	-100.976223041	1740.0	P_4341
W	22.442452199	-100.897796305	1860.0	P_4342
W	22.324367438	-100.874333539	1829.0	P_4343
W	22.612980158	-100.953082678	1646.0	P_4344
W	22.608191462	-100.987576904	1660.0	P_4345
W	22.170081797	-101.028471034	1907.2	P_4346
W	22.619074002	-100.906429544	1634.0	P_4347
W	22.140774294	-100.992103748	1869.0	P_4348
W	22.171328653	-101.016519404	1891.3	P_4349
W	22.020410686	-101.089787595	2321.7	P_4350
W	22.534035682	-100.974902277	1724.5	P_4351
W	22.521991738	-101.115492223	2105.1	P_4352
W	22.304558365	-100.929879013	1831.0	P_4353
W	22.014638442	-101.002181891	2233.7	P_4354
W	22.549208853	-101.103624384	1891.5	P_4355
W	22.562373661	-101.010517155	1688.0	P_4356
W	22.540097603	-100.977799642	1687.8	P_4357
W	22.146822839	-101.125216494	2291.0	P_4358
W	22.045071478	-100.981136082	2649.7	P_4359
W	22.054005997	-100.907946120	1902.1	P_4360
W	22.449801967	-101.017841756	1803.9	P_4361
W	22.189634488	-100.965369348	1857.0	P_4362
W	22.544858034	-101.005959951	1690.0	P_4363
W	22.393225624	-100.989375797	1820.3	P_4364
W	22.031284252	-100.949331891	2204.7	P_4365
W	22.517595637	-100.976541022	1716.8	P_4366
W	22.017794840	-100.977410166	2532.1	P_4367
W	22.074587295	-101.072374541	2279.0	P_4368
W	22.419667104	-100.969079789	1831.8	P_4369
W	22.415205956	-100.929277523	1916.1	P_4370
W	22.166818128	-101.013440562	1890.0	P_4371
W	22.456173637	-100.983194102	1830.3	P_4372
W	22.031715059	-100.947875816	2158.0	P_4373
W	22.546707875	-101.074559763	1801.3	P_4374
W	22.169338660	-101.041272153	1943.1	P_4375
W	22.352345959	-100.886251221	1829.0	P_4376
W	22.146679575	-100.986020868	1868.0	P_4377
W	22.047783180	-101.098360913	2241.6	P_4378
W	22.422584536	-100.957061635	1850.1	P_4379
W	22.068263385	-101.074657025	2190.7	P_4380
W	22.467188444	-101.074068692	1839.2	P_4381
W	22.271727102	-100.936546273	1835.0	P_4382
W	22.044385361	-101.000709683	2584.6	P_4383
W	22.279841682	-100.987400197	1850.0	P_4384
W	22.149138179	-101.079758700	2027.2	P_4385
W	22.388940974	-100.909487612	1928.5	P_4386
W	22.522382136	-101.123431016	2015.1	P_4387
W	22.236121469	-100.973504782	1848.0	P_4388
W	22.414924400	-100.951067684	1895.8	P_4389
W	22.057450555	-100.815128375	1860.0	P_4390
W	22.603859615	-100.966947568	1652.5	P_4391
W	22.158347331	-100.960471955	1859.0	P_4392
W	22.309392172	-100.946345757	1830.0	P_4393
W	22.399687059	-100.830094603	1829.2	P_4394
W	22.249510417	-100.918459061	1836.2	P_4395
W	22.191567197	-100.965006570	1858.0	P_4396
W	22.152749272	-101.001641815	1870.0	P_4397
W	22.608120078	-100.965734935	1651.0	P_4398
W	22.385578872	-101.002546009	1818.3	P_4399
W	22.545953575	-100.927877417	1705.9	P_4400
W	22.523165577	-101.001848595	1690.9	P_4401
W	22.425900518	-100.833077821	1836.5	P_4402
W	22.594525124	-100.937075779	1649.0	P_4403
W	22.437118439	-101.013005700	1830.8	P_4404
W	22.405544113	-100.963052697	1826.0	P_4405
W	22.459685896	-100.873558883	1868.8	P_4406
W	22.003470166	-100.975223383	2301.7	P_4407
W	22.086580807	-101.122470573	2136.0	P_4408
W	22.322621801	-100.970926870	1830.0	P_4409
W	22.021317182	-100.844332891	1847.0	P_4410
W	22.053137910	-101.003812683	2333.0	P_4411
W	22.576122457	-100.968877644	1659.0	P_4412
W	22.165508329	-100.997065042	1871.4	P_4413
W	22.629241438	-100.973849984	1648.4	P_4414
W	22.506854771	-100.926807370	1791.1	P_4415
W	22.184272184	-101.028567277	1908.0	P_4416
W	22.062644173	-100.934786527	2015.9	P_4417
W	22.051878100	-101.051654015	2221.9	P_4418
W	22.116610204	-100.955385730	1870.0	P_4419
W	22.493888720	-101.017172960	1823.2	P_4420
W	22.083155651	-101.015211391	2148.9	P_4421
W	22.071343433	-101.067217490	2280.6	P_4422
W	22.533268026	-101.122871810	2220.3	P_4423
W	22.007111997	-100.921818629	1964.2	P_4424
W	22.509060221	-100.957884159	1758.0	P_4425
W	22.054669737	-101.125911761	2210.7	P_4426
W	22.071604113	-101.087365445	2168.4	P_4427
W	21.996112955	-100.911166113	1915.3	P_4428
W	22.037673804	-100.893504451	1893.0	P_4429
W	22.402876489	-101.004664225	1827.3	P_4430
W	22.137605431	-100.965733515	1870.0	P_4431
W	22.232655511	-100.941156430	1842.0	P_4432
W	22.022747775	-100.992167625	2437.9	P_4433
W	22.143276592	-100.950396443	1859.0	P_4434
W	22.373187006	-100.876872439	1830.0	P_4435
W	22.464219176	-101.067549445	1795.8	P_4436
W	22.516209917	-101.067355773	1808.3	P_4437
W	22.069831724	-101.114516808	2104.1	P_4438
W	22.138868897	-100.963664986	1870.0	P_4439
W	22.481533159	-100.947587753	1807.2	P_4440
W	22.083902828	-100.965208334	1972.3	P_4441
W	22.573762876	-101.022218515	1702.5	P_4442
W	22.273994057	-100.930831485	1834.0	P_4443
W	22.448141387	-100.959407022	1866.8	P_4444
W	22.508800731	-100.963692568	1749.0	P_4445
W	22.034188831	-101.078131547	2274.8	P_4446
W	22.372683217	-100.859891536	1827.0	P_4447
W	22.400712616	-100.918390464	1967.9	P_4448
W	22.063438085	-101.043846788	2046.2	P_4449
W	22.121254460	-101.099714035	2111.5	P_4450
W	21.972074838	-100.819716263	1848.0	P_4451
W	22.645335575	-100.902575706	1625.0	P_4452
W	22.498686969	-100.987127569	1780.6	P_4453
W	22.371256803	-100.869627995	1829.0	P_4454
W	22.207111280	-101.004197652	1888.9	P_4455
W	22.289515189	-100.901503753	1830.0	P_4456
W	22.078611058	-101.069952434	2179.9	P_4457
W	22.073967407	-100.942134707	2088.3	P_4458
W	22.034585403	-100.874061389	1870.1	P_4459
W	22.230563608	-100.930067203	1842.0	P_4460
W	22.307776864	-100.889462714	1825.0	P_4461
W	22.390510190	-100.863898928	1849.1	P_4462
W	22.540940487	-101.095279656	1932.4	P_4463
W	22.428670737	-100.973566945	1837.0	P_4464
W	22.384928476	-100.977574196	1817.0	P_4465
W	22.552484416	-101.040227978	1727.0	P_4466
W	22.571271981	-100.989418264	1674.0	P_4467
W	22.329314992	-100.973875371	1830.0	P_4468
W	22.596805966	-101.028592123	1711.4	P_4469
W	22.248249501	-100.960825794	1845.9	P_4470
W	22.557315333	-100.964909969	1670.0	P_4471
W	22.565503329	-101.099374974	1868.1	P_4472
W	22.355480243	-100.902004676	1855.7	P_4473
W	22.057813852	-101.022089915	2293.2	P_4474
W	22.639229452	-101.038407691	1730.0	P_4475
W	22.624825142	-101.011664807	1686.1	P_4476
W	22.628250488	-101.026625688	1702.0	P_4477
W	22.003310219	-100.907471736	1914.1	P_4478
W	22.556430338	-101.119070547	1889.7	P_4479
W	22.042842921	-100.896138254	1895.7	P_4480
W	22.488273919	-100.951404188	1801.6	P_4481
W	22.520472879	-100.965853780	1767.1	P_4482
W	22.324974961	-100.868331757	1829.0	P_4483
W	22.123306030	-101.094188743	2109.1	P_4484
W	22.468552560	-100.851046722	1874.8	P_4485
W	22.334369963	-100.950094769	1827.0	P_4486
W	22.396416072	-100.977198539	1818.0	P_4487
W	22.609473120	-100.974481658	1654.0	P_4488
W	22.273784932	-100.923840964	1833.0	P_4489
W	22.552677769	-100.946483333	1673.0	P_4490
W	22.545341504	-100.973370000	1679.7	P_4491
W	22.095544540	-101.015589453	2132.8	P_4492
W	22.338438524	-100.991259250	1828.0	P_4493
